harga,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_tanah,luas_bangunan,carport,pasokan_listrik,kab/kota,kecamatan,keamanan,taman,jarak_rs_terdekat,jarak_sekolah_terdekat,jarak_tol_terdekat
0.0017596416567348062,0.06944444444444445,0.06557377049180328,0.043277900220396716,0.05,0.025,0.014360313315926892,2,29,0,0,0.0025428494584219664,0.0028891893732307366,0.035305818000994534
0.004178265206909525,0.041666666666666664,0.032786885245901634,0.02324183530354638,0.030000000000000002,0.025,0.008703220191470844,2,10,1,0,0.001809335191569476,0.00386198040798856,0.047737444057682744
0.004410825163657093,0.05555555555555556,0.04918032786885246,0.030254458024444,0.037000000000000005,0.07500000000000001,0.004786771105308963,2,58,0,1,0.002420597080613218,0.0026946311662791717,0.03281949278965689
0.0012945217432396682,0.027777777777777776,0.032786885245901634,0.020236425566018835,0.027,0.025,0.009573542210617928,2,29,0,0,0.002420597080613218,0.004056538614940125,0.05022376926902039
0.002689881483725082,0.05555555555555556,0.04918032786885246,0.0362652774994991,0.043000000000000003,0.05,0.014360313315926892,2,29,0,0,0.0022983447028044695,0.00386198040798856,0.047737444057682744
0.0003735843145192949,0.041666666666666664,0.032786885245901634,0.028250851532758966,0.035,0.025,0.01000870322019147,2,58,0,0,0.0025428494584219664,0.004834771442746384,0.060169070114370955
0.005806184904142507,0.027777777777777776,0.01639344262295082,0.0182328190743338,0.024,0.1,0.0330722367275892,2,10,1,0,0.0015648304359519793,0.004056538614940125,0.05022376926902039
0.006038744860890077,0.041666666666666664,0.032786885245901634,0.025245441795231416,0.032,0.07500000000000001,0.0039164490861618795,2,10,1,0,0.0021760923249957214,0.00386198040798856,0.047737444057682744
0.007201544644627922,0.06944444444444445,0.04918032786885246,0.03826888399118413,0.045000000000000005,0.125,0.07093124456048738,2,79,1,1,0.0016870828137607275,0.0036674222010369953,0.0452511188463451
0.007201544644627922,0.05555555555555556,0.04918032786885246,0.05229412943297936,0.04,0.05,0.018276762402088774,2,18,0,1,0.002420597080613218,0.003278305787133866,0.04027846842366981
0.006271304817637645,0.08333333333333331,0.09836065573770492,0.0843518332999399,0.07,0.1,0.04699738903394255,2,68,0,1,0.0016870828137607275,0.0036674222010369953,0.0452511188463451
0.003015465423171679,0.041666666666666664,0.01639344262295082,0.03225806451612903,0.04,0.025,0.04264577893820713,2,29,1,1,0.001809335191569476,0.00386198040798856,0.047737444057682744
0.006038744860890077,0.06944444444444445,0.13114754098360656,0.0783410138248848,0.09000000000000001,0.05,0.016536118363794605,2,68,1,1,0.002420597080613218,0.00386198040798856,0.047737444057682744
0.008596904385113336,0.125,0.11475409836065574,0.08835904628330997,0.11,0.07500000000000001,0.023933855526544822,2,29,0,1,0.0029096065918482114,0.00386198040798856,0.047737444057682744
0.0018480144402988825,0.027777777777777776,0.032786885245901634,0.043277900220396716,0.052000000000000005,0.025,0.018711923411662314,2,29,1,1,0.0013203256803344826,0.0025000729593276073,0.030333167578319248
0.003248025379919248,0.05555555555555556,0.032786885245901634,0.05730314566219195,0.054,0.07500000000000001,0.018276762402088774,2,18,0,1,0.0014425780581432308,0.002110956545424478,0.025360517155643962
0.0020247600074270347,0.041666666666666664,0.01639344262295082,0.03225806451612903,0.021,0.05,0.023063533507397736,2,79,1,1,0.002420597080613218,0.0036674222010369953,0.0452511188463451
0.004178265206909525,0.08333333333333331,0.04918032786885246,0.0783410138248848,0.076,0.025,0.008703220191470844,2,10,1,0,0.0016870828137607275,0.00386198040798856,0.047737444057682744
0.012550423649822008,0.08333333333333331,0.09836065573770492,1.0,0.09000000000000001,0.07500000000000001,0.045256744995648385,2,29,0,0,0.0025428494584219664,0.00386198040798856,0.047737444057682744
0.006271304817637645,0.05555555555555556,0.08196721311475409,0.07433380084151474,0.082,0.07500000000000001,0.020887728459530026,2,10,0,1,0.0019315875693782245,0.0023055147523760424,0.0278468423669816
0.0031550013972202204,0.041666666666666664,0.01639344262295082,0.028250851532758966,0.043000000000000003,0.05,0.014360313315926892,2,68,0,0,0.002787354214039463,0.004445655028843254,0.05519641969169567
0.006922472696530839,0.09722222222222221,0.04918032786885246,0.08735724303746745,0.07300000000000001,0.05,0.03394255874673629,2,68,0,0,0.0029096065918482114,0.003472863994085431,0.04276479363500746
0.0030619774145211926,0.027777777777777776,0.032786885245901634,0.05429773592466439,0.064,0.05,0.018276762402088774,2,18,0,1,0.002420597080613218,0.00386198040798856,0.047737444057682744
0.0010154497951425853,0.013888888888888888,0.01639344262295082,0.03826888399118413,0.035,0.025,0.01000870322019147,2,18,1,0,0.0020538399471869725,0.003472863994085431,0.04276479363500746
0.0045271051420308775,0.06944444444444445,0.04918032786885246,0.043277900220396716,0.030000000000000002,0.07500000000000001,0.008703220191470844,2,79,1,0,0.0020538399471869725,0.004640213235794819,0.057682744903033316
0.0005968418729969612,0.027777777777777776,0.01639344262295082,0.004708475255459828,0.009000000000000001,0.025,0.008703220191470844,2,61,0,0,0.004376635125553193,0.0003599326828603948,0.04027846842366981
0.00048521309375812807,0.027777777777777776,0.01639344262295082,0.0022039671408535366,0.005,0.025,0.008703220191470844,2,61,1,0,0.003643120858700702,0.003472863994085431,0.022874191944306316
0.002550345509676541,0.05555555555555556,0.032786885245901634,0.017832097775996793,0.022000000000000002,0.05,0.014360313315926892,2,61,0,1,0.001809335191569476,0.0026946311662791717,0.0452511188463451
0.0005503298816474473,0.027777777777777776,0.032786885245901634,0.005710278501302344,0.009000000000000001,0.025,0.008703220191470844,2,61,1,1,0.004376635125553193,0.005613004270552642,0.030333167578319248
0.0012480097518901545,0.041666666666666664,0.04918032786885246,0.011721097976357443,0.012,0.05,0.008703220191470844,2,61,1,0,0.004621139881170689,0.007947702753971417,0.035305818000994534
0.006736424731132784,0.06944444444444445,0.04918032786885246,0.0878581446603887,0.042,0.1,0.023063533507397736,2,61,1,0,0.0013203256803344826,0.0030837475801823015,0.08005967180507209
0.0019456896221328615,0.027777777777777776,0.0,0.033860949709477055,0.025500000000000002,0.025,0.008703220191470844,2,61,1,0,0.0014425780581432308,0.00425109682189169,0.07011437095972152
0.003015465423171679,0.041666666666666664,0.032786885245901634,0.03486275295531958,0.02,0.05,0.018276762402088774,2,61,1,1,0.0015648304359519793,0.004445655028843254,0.07508702138239681
0.0012945217432396682,0.05555555555555556,0.032786885245901634,0.010118212783009416,0.02,0.025,0.013489991296779807,2,61,0,0,0.0005256852245776181,0.002110956545424478,0.07508702138239681
0.011620183822831733,0.041666666666666664,0.032786885245901634,0.09737527549589262,0.060000000000000005,0.05,0.0278503046127067,2,61,1,0,0.003643120858700702,0.0012354446141424362,0.05519641969169567
0.0016201056826862649,0.041666666666666664,0.032786885245901634,0.008715688238829893,0.032,0.025,0.023063533507397736,2,61,1,0,0.001198073302525734,0.004445655028843254,0.0626553953257086
0.0009224258124435578,0.041666666666666664,0.032786885245901634,0.0072129833700661184,0.012,0.05,0.008703220191470844,2,61,0,0,0.0021760923249957214,0.0030837475801823015,0.08503232222774738
0.00278290546642411,0.027777777777777776,0.032786885245901634,0.03325986776197155,0.030000000000000002,0.05,0.04699738903394255,2,61,0,0,0.003276363725274457,0.0023055147523760424,0.13973147687717555
0.003666633302064872,0.05555555555555556,0.06557377049180328,0.024644359847725904,0.04,0.05,0.03263707571801566,2,61,0,1,0.002787354214039463,0.0004572117863361771,0.0924912978617603
0.003713145293414386,0.16666666666666666,0.04918032786885246,0.049489080344620316,0.055,0.025,0.03263707571801566,2,61,1,0,0.0021760923249957214,0.0006517699932877418,0.060169070114370955
0.002317785552928972,0.05555555555555556,0.0,0.028250851532758966,0.023,0.0,0.018276762402088774,2,61,0,0,0.003398616103083205,0.0023055147523760424,0.047737444057682744
0.001317777738914425,0.027777777777777776,0.032786885245901634,0.011721097976357443,0.02,0.0,0.014360313315926892,2,61,0,0,0.0029096065918482114,0.0026946311662791717,0.04276479363500746
0.006038744860890077,0.05555555555555556,0.09836065573770492,0.045381687036666,0.060000000000000005,0.15000000000000002,0.04264577893820713,2,61,0,0,0.0029096065918482114,0.0015272819245697833,0.07011437095972152
0.003248025379919248,0.05555555555555556,0.01639344262295082,0.08144660388699661,0.012,0.05,0.014360313315926892,2,61,1,0,0.0010758209247169858,0.0019163983384729126,0.047737444057682744
0.0026201134967008114,0.027777777777777776,0.01639344262295082,0.06371468643558406,0.022000000000000002,0.1,0.008703220191470844,2,61,1,1,0.003643120858700702,0.0007490490967635243,0.03779214321233217
0.005806184904142507,0.05555555555555556,0.01639344262295082,0.04828691644960929,0.030000000000000002,0.05,0.018276762402088774,2,61,1,1,0.0022983447028044695,0.0008463282002393066,0.0626553953257086
0.018596982525258803,0.09722222222222221,0.11475409836065574,0.09837707874173512,0.15,0.25,0.023063533507397736,2,61,1,1,0.002665101836230715,0.0023055147523760424,0.07260069617105917
0.002550345509676541,0.05555555555555556,0.032786885245901634,0.0242436385493889,0.030000000000000002,0.05,0.023063533507397736,2,61,0,0,0.0021760923249957214,0.0019163983384729126,0.060169070114370955
0.001317777738914425,0.041666666666666664,0.04918032786885246,0.010018032458425166,0.02,0.05,0.008703220191470844,2,61,1,1,0.003276363725274457,0.0015272819245697833,0.05271009448035804
0.002550345509676541,0.041666666666666664,0.04918032786885246,0.0242436385493889,0.0263,0.0,0.05657093124456048,2,61,1,1,0.002787354214039463,0.0014300028210940008,0.057682744903033316
0.003713145293414386,0.06944444444444445,0.08196721311475409,0.0182328190743338,0.060000000000000005,0.05,0.018276762402088774,2,61,1,1,0.0031541113474657084,0.0010408864071908715,0.10492292391844851
0.001829409643759077,0.05555555555555556,0.06557377049180328,0.01763173712682829,0.02,0.05,0.018276762402088774,2,61,1,1,0.002420597080613218,0.0013327237176182184,0.10243659870711089
0.0012247537562153975,0.041666666666666664,0.032786885245901634,0.011220196353436185,0.018000000000000002,0.0,0.008703220191470844,2,61,1,1,0.001198073302525734,0.003278305787133866,0.0278468423669816
0.001829409643759077,0.06944444444444445,0.06557377049180328,0.01522740933680625,0.025,0.05,0.018276762402088774,2,61,1,1,0.0020538399471869725,0.0061966788914073374,0.03281949278965689
0.005341064990647369,0.06944444444444445,0.04918032786885246,0.04187537567621719,0.063,0.05,0.018276762402088774,2,61,1,0,0.003398616103083205,0.004445655028843254,0.10740924912978618
0.004317801180958066,0.06944444444444445,0.08196721311475409,0.1023842917251052,0.08,0.07500000000000001,0.14273281114012185,2,61,1,1,0.0014425780581432308,0.0014300028210940008,0.07011437095972152
0.0009456818081183148,0.027777777777777776,0.032786885245901634,0.003205770386696053,0.0095,0.05,0.008703220191470844,2,61,0,0,0.0019315875693782245,0.0015272819245697833,0.04276479363500746
0.002503833518327027,0.041666666666666664,0.032786885245901634,0.0120216389501102,0.0224,0.05,0.008703220191470844,2,61,0,1,0.0025428494584219664,0.0004961234277264901,0.030333167578319248
0.0016666176740357786,0.05555555555555556,0.04918032786885246,0.008314966940492888,0.022000000000000002,0.05,0.014360313315926892,2,61,0,0,0.0021760923249957214,0.0005155792484216466,0.07260069617105917
0.004643385120404663,0.041666666666666664,0.04918032786885246,0.03536365457824083,0.027100000000000003,0.05,0.014360313315926892,2,61,0,0,0.004254382747744445,0.0019163983384729126,0.04276479363500746
0.003015465423171679,0.041666666666666664,0.04918032786885246,0.024844720496894408,0.035,0.05,0.03263707571801566,2,61,0,1,0.0016870828137607275,0.0010408864071908715,0.0626553953257086
0.002736393475074596,0.05555555555555556,0.04918032786885246,0.04468042476457624,0.025,0.0,0.03263707571801566,2,61,1,1,0.0025428494584219664,0.000943607303715089,0.0626553953257086
0.010689943995841457,0.05555555555555556,0.04918032786885246,0.13864956922460428,0.027,0.07500000000000001,0.023063533507397736,2,61,1,1,0.0021760923249957214,0.000943607303715089,0.04027846842366981
0.0011549857691911269,0.041666666666666664,0.032786885245901634,0.007413344019234622,0.0092,0.05,0.023063533507397736,2,61,1,1,0.0013203256803344826,0.0028891893732307366,0.06762804574838388
0.0006852146565610374,0.027777777777777776,0.0,0.010619114405930677,0.007,0.025,0.008703220191470844,2,61,1,1,0.002787354214039463,0.0010408864071908715,0.04027846842366981
0.0019456896221328615,0.027777777777777776,0.032786885245901634,0.008014425966740131,0.02,0.0,0.013489991296779807,2,61,1,1,0.0016870828137607275,0.0007490490967635243,0.10740924912978618
0.0010387057908173424,0.027777777777777776,0.01639344262295082,0.005810458825886596,0.0142,0.05,0.008703220191470844,2,61,1,1,0.0025428494584219664,0.001721840131521348,0.035305818000994534
0.004178265206909525,0.027777777777777776,0.032786885245901634,0.05600080144259667,0.0577,0.0,0.014360313315926892,2,61,1,1,0.004987897014596934,0.0007490490967635243,0.05271009448035804
0.008829464341860905,0.08333333333333331,0.06557377049180328,0.14446002805049088,0.05,0.125,0.018276762402088774,2,61,1,1,0.0025428494584219664,0.000943607303715089,0.12481352560914967
0.008364344428365767,0.05555555555555556,0.04918032786885246,0.08765778401122021,0.05,0.0,0.06875543951261967,2,61,1,1,0.0025428494584219664,0.0007490490967635243,0.12481352560914967
0.003713145293414386,0.027777777777777776,0.01639344262295082,0.04137447405329593,0.023700000000000002,0.0,0.014360313315926892,2,61,1,1,0.00303185896965696,0.000943607303715089,0.04276479363500746
0.001364289730263939,0.027777777777777776,0.032786885245901634,0.009617311160088158,0.013600000000000001,0.0,0.018276762402088774,2,61,1,1,0.004009877992126947,0.0006517699932877418,0.057682744903033316
0.003248025379919248,0.041666666666666664,0.04918032786885246,0.030554998998196754,0.030000000000000002,0.07500000000000001,0.008703220191470844,2,61,1,1,0.0010758209247169858,0.0007490490967635243,0.07508702138239681
0.002689881483725082,0.027777777777777776,0.032786885245901634,0.016629933880985773,0.024,0.0,0.023063533507397736,2,61,1,0,0.0010758209247169858,0.0007490490967635243,0.07508702138239681
0.001378243327668793,0.05555555555555556,0.04918032786885246,0.010518934081346423,0.02,0.05,0.014360313315926892,2,61,0,0,0.004009877992126947,0.0011381655106666537,0.057682744903033316
0.0016201056826862649,0.041666666666666664,0.032786885245901634,0.0182328190743338,0.0181,0.05,0.014360313315926892,3,3,0,0,0.0025428494584219664,0.002110956545424478,0.1148682247637991
0.0004014915093290032,0.013888888888888888,0.0,0.005309557202965338,0.005,0.025,0.008703220191470844,3,16,0,0,0.0035208684808919533,0.0013327237176182184,0.14470412729985083
0.0006387026652115236,0.027777777777777776,0.01639344262295082,0.005710278501302344,0.0078000000000000005,0.025,0.008703220191470844,3,17,0,0,0.0008924423580038632,0.0007490490967635243,0.1596220785678767
0.0009689378037930716,0.027777777777777776,0.01639344262295082,0.0072129833700661184,0.012,0.025,0.014360313315926892,3,17,0,0,0.002787354214039463,0.0004183001449458642,0.1148682247637991
0.0018759216351085907,0.041666666666666664,0.04918032786885246,0.0122219995992787,0.019,0.05,0.014360313315926892,3,3,0,0,0.0038876256143181988,0.004056538614940125,0.1098955743411238
0.0014805697086377235,0.041666666666666664,0.032786885245901634,0.008715688238829893,0.014,0.05,0.014360313315926892,3,3,0,0,0.003643120858700702,0.0030837475801823015,0.08751864743908502
0.0016666176740357786,0.041666666666666664,0.04918032786885246,0.0182328190743338,0.024,0.05,0.018276762402088774,3,3,0,0,0.0022983447028044695,0.0016245610280455655,0.07508702138239681
0.0012014977605406406,0.027777777777777776,0.032786885245901634,0.01021839310759367,0.0115,0.025,0.008703220191470844,3,3,0,0,0.004865644636788186,0.002110956545424478,0.15216310293386376
0.0006991682539658915,0.013888888888888888,0.01639344262295082,0.0072129833700661184,0.0063,0.05,0.008703220191470844,3,3,0,0,0.00535465414802318,0.0028891893732307366,0.16210840377921432
0.0012945217432396682,0.041666666666666664,0.04918032786885246,0.01522740933680625,0.012700000000000001,0.05,0.008703220191470844,3,3,0,0,0.006332673170493167,0.004445655028843254,0.1819990054699155
0.0012014977605406406,0.013888888888888888,0.032786885245901634,0.006611901422560609,0.008,0.025,0.014360313315926892,3,3,0,0,0.003643120858700702,0.0026946311662791717,0.10243659870711089
0.0016852224705755843,0.041666666666666664,0.04918032786885246,0.015027048687637747,0.014700000000000001,0.05,0.014360313315926892,3,3,0,0,0.004376635125553193,0.003278305787133866,0.11735454997513674
0.0017038272671153897,0.041666666666666664,0.032786885245901634,0.013023442195952716,0.0132,0.05,0.014360313315926892,3,3,0,0,0.00535465414802318,0.0026946311662791717,0.16210840377921432
0.0005735858773222043,0.013888888888888888,0.01639344262295082,0.005710278501302344,0.0067,0.05,0.004786771105308963,3,3,0,0,0.005599158903640676,0.003278305787133866,0.1670810542018896
0.0007363778470455026,0.027777777777777776,0.01639344262295082,0.0072129833700661184,0.007500000000000001,0.05,0.018276762402088774,3,3,0,0,0.00608816841487567,0.004056538614940125,0.17702635504724018
0.0015270816999872372,0.041666666666666664,0.04918032786885246,0.010819475055099177,0.0146,0.05,0.014360313315926892,3,3,1,1,0.004376635125553193,0.003278305787133866,0.11735454997513674
0.0010154497951425853,0.027777777777777776,0.032786885245901634,0.01021839310759367,0.0125,0.025,0.008703220191470844,3,3,0,0,0.002665101836230715,0.0011381655106666537,0.09000497265042268
0.0011549857691911269,0.041666666666666664,0.032786885245901634,0.008715688238829893,0.012,0.025,0.014360313315926892,3,3,0,0,0.004865644636788186,0.002110956545424478,0.15216310293386376
0.0012247537562153975,0.027777777777777776,0.01639344262295082,0.021739130434782608,0.006900000000000001,0.05,0.008703220191470844,3,3,0,0,0.0022983447028044695,0.0006517699932877418,0.10243659870711089
0.0008666114228241412,0.013888888888888888,0.01639344262295082,0.008415147265077139,0.006900000000000001,0.025,0.008703220191470844,3,3,0,1,0.004865644636788186,0.002110956545424478,0.15216310293386376
0.0016015008861464594,0.041666666666666664,0.032786885245901634,0.01522740933680625,0.0135,0.025,0.014360313315926892,3,3,0,1,0.004865644636788186,0.002110956545424478,0.15216310293386376
0.0028294174577736236,0.041666666666666664,0.06557377049180328,0.016229212582648766,0.020800000000000003,0.025,0.014360313315926892,3,3,0,1,0.004376635125553193,0.0018191192349971302,0.1372451516658379
0.0008526578254192871,0.027777777777777776,0.032786885245901634,0.007814065317571627,0.009000000000000001,0.05,0.008703220191470844,3,3,0,0,0.0025428494584219664,0.0011381655106666537,0.1098955743411238
0.0012480097518901545,0.041666666666666664,0.032786885245901634,0.013524343818873973,0.0181,0.025,0.008703220191470844,3,17,0,0,0.0004645590356732439,0.0006517699932877418,0.10243659870711089
0.0009828914011979259,0.013888888888888888,0.01639344262295082,0.008415147265077139,0.006900000000000001,0.025,0.008703220191470844,3,3,0,0,0.004865644636788186,0.002110956545424478,0.15216310293386376
0.0006340514660765723,0.013888888888888888,0.01639344262295082,0.007814065317571627,0.012,0.025,0.008703220191470844,3,3,0,0,0.0025428494584219664,0.0011381655106666537,0.1098955743411238
0.0008712626219590927,0.027777777777777776,0.032786885245901634,0.007814065317571627,0.01,0.025,0.008703220191470844,3,3,0,0,0.002420597080613218,0.0011381655106666537,0.10492292391844851
0.0016666176740357786,0.041666666666666664,0.032786885245901634,0.01943498296934482,0.025,0.025,0.013489991296779807,3,3,0,0,0.0022983447028044695,0.0005544908898119595,0.07757334659373445
0.0009177746133086064,0.027777777777777776,0.032786885245901634,0.0072129833700661184,0.0092,0.025,0.014360313315926892,3,62,0,0,0.0016870828137607275,0.00022374193799429943,0.0626553953257086
0.0017828976524095633,0.027777777777777776,0.032786885245901634,0.012322179923862954,0.02,0.05,0.014360313315926892,3,17,0,0,0.0013203256803344826,0.00030156522077492536,0.07757334659373445
0.0007363778470455026,0.027777777777777776,0.01639344262295082,0.0072129833700661184,0.007500000000000001,0.05,0.008703220191470844,3,3,0,0,0.006210420792684418,0.00425109682189169,0.1795126802585778
0.0006200978686717181,0.013888888888888888,0.01639344262295082,0.008415147265077139,0.0102,0.025,0.008703220191470844,3,3,1,1,0.00535465414802318,0.0028891893732307366,0.16210840377921432
0.0013875457259386959,0.05555555555555556,0.04918032786885246,0.011220196353436185,0.016,0.05,0.023063533507397736,3,13,0,0,0.0020538399471869725,0.0006517699932877418,0.07757334659373445
0.002736393475074596,0.027777777777777776,0.04918032786885246,0.024844720496894408,0.02,0.025,0.018276762402088774,3,25,0,0,0.0021760923249957214,0.0007490490967635243,0.1148682247637991
0.0009689378037930716,0.027777777777777776,0.01639344262295082,0.006611901422560609,0.0089,0.05,0.008703220191470844,3,3,1,1,0.003398616103083205,0.0023055147523760424,0.12232720039781202
0.0014108017216134527,0.041666666666666664,0.032786885245901634,0.01522740933680625,0.0126,0.05,0.014360313315926892,3,3,0,0,0.006332673170493167,0.004445655028843254,0.1819990054699155
0.002085225596181403,0.041666666666666664,0.032786885245901634,0.0182328190743338,0.045000000000000005,0.05,0.018276762402088774,3,16,0,1,0.004009877992126947,0.002110956545424478,0.12481352560914967
0.0016201056826862649,0.041666666666666664,0.032786885245901634,0.012923261871368462,0.020200000000000003,0.05,0.008703220191470844,3,17,0,0,0.0010758209247169858,0.0007490490967635243,0.05022376926902039
0.0014573137129629667,0.027777777777777776,0.01639344262295082,0.016229212582648766,0.014,0.05,0.014360313315926892,3,3,0,0,0.0008924423580038632,0.0001848302966039865,0.09000497265042268
0.0011549857691911269,0.041666666666666664,0.01639344262295082,0.0182328190743338,0.016,0.025,0.008703220191470844,3,62,0,1,0.00303185896965696,0.00022374193799429943,0.16956737941322725
0.0021782495788804303,0.06944444444444445,0.06557377049180328,0.0122219995992787,0.025,0.025,0.014360313315926892,3,17,0,0,0.0013203256803344826,0.00030156522077492536,0.05022376926902039
0.0010619617864920992,0.05555555555555556,0.06557377049180328,0.01021839310759367,0.025,0.05,0.008703220191470844,3,3,0,0,0.0020538399471869725,0.002110956545424478,0.03779214321233217
0.002085225596181403,0.041666666666666664,0.032786885245901634,0.020236425566018835,0.0345,0.125,0.023063533507397736,3,3,0,0,0.0022983447028044695,0.0013327237176182184,0.10740924912978618
0.001108473777841613,0.041666666666666664,0.032786885245901634,0.014225606090963735,0.013000000000000001,0.05,0.014360313315926892,3,3,0,0,0.0025428494584219664,0.0004377559656410206,0.1098955743411238
0.002317785552928972,0.041666666666666664,0.04918032786885246,0.029052294129432978,0.04,0.05,0.0278503046127067,3,3,0,0,0.003398616103083205,0.000943607303715089,0.06514172053704624
0.001327080137184328,0.041666666666666664,0.032786885245901634,0.01522740933680625,0.012700000000000001,0.025,0.014360313315926892,3,3,1,1,0.006332673170493167,0.004445655028843254,0.1819990054699155
0.0015270816999872372,0.041666666666666664,0.04918032786885246,0.010819475055099177,0.0146,0.025,0.023063533507397736,3,3,0,0,0.004376635125553193,0.003278305787133866,0.11735454997513674
0.003015465423171679,0.06944444444444445,0.08196721311475409,0.05109196553796834,0.07,0.05,0.014360313315926892,3,17,0,0,0.0020538399471869725,0.0010408864071908715,0.03281949278965689
0.0018526656394338339,0.027777777777777776,0.032786885245901634,0.018032458425165297,0.025400000000000002,0.07500000000000001,0.018276762402088774,3,3,1,1,0.002420597080613218,0.0005544908898119595,0.07757334659373445
0.0012247537562153975,0.027777777777777776,0.01639344262295082,0.006611901422560609,0.0103,0.025,0.008703220191470844,3,3,0,0,0.0014425780581432308,0.0003404768621652383,0.08751864743908502
